

192.168.54.1|October 30, 2013, 1:55 pm|Enters Poll
192.168.54.1|October 30, 2013, 1:58 pm|Enters Poll
192.168.54.1|October 30, 2013, 1:59 pm|Enters Poll
192.168.54.1|October 30, 2013, 2:00 pm|Clicked vote button without choosing an item
192.168.54.1|October 30, 2013, 2:00 pm|Enters Poll
192.168.54.1|October 30, 2013, 2:00 pm|Clicked vote button without choosing an item
192.168.54.1|October 30, 2013, 2:00 pm|Enters Poll
192.168.54.1|October 30, 2013, 2:03 pm|Clicked vote button without choosing an item
192.168.54.1|October 30, 2013, 2:03 pm|Enters Poll
192.168.54.1|October 30, 2013, 2:03 pm|Vote received on Yes
192.168.54.1|October 30, 2013, 2:08 pm|Views results
192.168.54.1|October 30, 2013, 2:08 pm|Views results
192.168.54.1|October 30, 2013, 2:08 pm|Views results
192.168.54.1|October 30, 2013, 2:08 pm|Views results
192.168.54.1|October 30, 2013, 2:08 pm|Views results
192.168.54.1|October 30, 2013, 2:30 pm|Views results
192.168.54.1|October 30, 2013, 2:30 pm|Views results
192.168.54.1|October 30, 2013, 2:30 pm|Views results
192.168.54.1|October 30, 2013, 2:30 pm|Views results
192.168.54.1|October 30, 2013, 2:30 pm|Views results
192.168.54.1|October 30, 2013, 2:30 pm|Views results
192.168.54.1|October 30, 2013, 2:31 pm|Views results
192.168.54.1|October 30, 2013, 2:31 pm|Enters Poll
192.168.54.1|October 30, 2013, 2:31 pm|Vote received on Yes
192.168.54.1|October 30, 2013, 2:31 pm|Views results
192.168.54.1|October 30, 2013, 2:31 pm|Enters Poll
192.168.54.1|October 30, 2013, 2:31 pm|Vote received on No
192.168.54.1|October 30, 2013, 2:32 pm|Views results
192.168.54.1|October 30, 2013, 2:32 pm|Enters Poll
UNKNOWN|October 31, 2013, 8:24 pm|Clicked vote button without choosing an item
UNKNOWN|October 31, 2013, 8:24 pm|Enters Poll
UNKNOWN|October 31, 2013, 8:24 pm|Vote received on Yes
UNKNOWN|October 31, 2013, 8:24 pm|Views results
UNKNOWN|October 31, 2013, 8:24 pm|Clicked vote button without choosing an item
UNKNOWN|October 31, 2013, 8:24 pm|Enters Poll
UNKNOWN|October 31, 2013, 8:25 pm|Vote received on Yes
UNKNOWN|July 4, 2016, 4:32 am|Enters admincenter
::1|July 4, 2016, 5:44 am|Enters Poll
::1|July 4, 2016, 5:44 am|Vote received on Yes
::1|July 4, 2016, 5:44 am|Views results
::1|July 4, 2016, 5:48 am|Views results
::1|July 4, 2016, 5:48 am|Enters Poll
::1|July 4, 2016, 5:49 am|Vote received on No
::1|July 4, 2016, 6:28 am|Enters Poll
::1|July 4, 2016, 6:28 am|Enters Poll
